1file_id	2sample	3DNA_code	4ADM_#	5SPECIES	6POP_CODE	7POPNAME	8POP#	9GROUP	10LONG	11LAT	12server	13path	14plastome
BOY9_DNA1096	BOY9	1096	50	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_CCCATG.bam	DONE
CAR-11-05_DNA776	CAR-11-05	776	60	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_AGGCCG.bam	DONE
CAR-11-07_DNA777	CAR-11-07	777	61	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_CAACTA.bam	DONE
CAR-11-09_DNA788	CAR-11-09	788	62	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0986/D18W4ACXX_8/IX0986_D18W4ACXX_8_ATAATT.bam	DONE
CAR-11-11_DNA787	CAR-11-11	787	63	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0976/C14ERACXX_3/IX0976_C14ERACXX_3_ACGATA.bam	DONE
CAR-11-12_DNA781	CAR-11-12	781	64	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0975/C14ERACXX_2/IX0975_C14ERACXX_2_TACAGC.bam	DONE
CAR-11-13_DNA782	CAR-11-13	782	65	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0986/D18W4ACXX_8/IX0986_D18W4ACXX_8_TGCCAT.bam	DONE
CAR-11-14_DNA783	CAR-11-14	783	66	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_ATGTCA.bam	DONE
CAR10_DNA892	CAR10	892	67	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_TAATCG.bam	DONE
CAR-11-02_DNA987	CAR-11-02	987	68	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_AGTCAA.bam	DONE
CAR11_DNA471	CAR11	471	69	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0368/D12N9ACXX_7/IX0368_D12N9ACXX_7_CCTTAG.bam	EASTGalaxy
CAR13_DNA832	CAR13	832	70	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_AGAAGA.bam	DONE
CAR14_DNA333	CAR14	333	71	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_TGCTGG.bam	DONE
CAR1_DNA332	CAR1	332	72	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_TATAAT.bam	DONE
CAR2_DNA647	CAR2	647	73	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_ACCGGC.bam	DONE
CAR4_DNA648	CAR4	648	74	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_AGGCCG.bam	DONE
CAR5_DNA890	CAR5	890	75	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_CTAGCT.bam	DONE
CAR6_DNA891	CAR6	891	76	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_GATGCT.bam	DONE
CAR7_DNA837	CAR7	837	77	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_GAATAA.bam	DONE
CAR8_DNA502	CAR8	502	78	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_CGTACG.bam	DONE
CAR9_DNA996	CAR9	996	79	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_ATCACG.bam	DONE
DEN10_DNA289	DEN10	289	115	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_GCAAGG.bam	DONE
DEN11_DNA1109	DEN11	1109	116	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_TGCTGG.bam	DONE
DEN12_DNA1110	DEN12	1110	117	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_CCGTCC.bam	DONE
DEN13_DNA793	DEN13	793	118	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0974/C14ERACXX_1/IX0974_C14ERACXX_1_TATAAT.bam	DONE
DEN14_DNA895	DEN14	895	119	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_CGATGT.bam	DONE
DEN15_DNA1191	DEN15	1191	120	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2049/C2PVTACXX_5/IX2049_C2PVTACXX_5_GACGGA.bam	DONE
DEN1_DNA649	DEN1	649	121	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_CAACTA.bam	DONE
DEN2_DNA893	DEN2	893	122	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_TGAATG.bam	DONE
DEN3_DNA791	DEN3	791	123	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_CTCAGA.bam	DONE
DEN4_DNA792	DEN4	792	124	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0991/C13P1ACXX_2/IX0991_C13P1ACXX_2_GCACTT.bam	DONE
DEN5_DNA650	DEN5	650	125	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0851/C13N9ACXX_1/IX0851_C13N9ACXX_1_CCACGC.bam	DONE
DEN6_DNA894	DEN6	894	126	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_AGTTCC.bam	DONE
DEN7_DNA651	DEN7	651	127	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_CTATAC.bam	DONE
DEN8_DNA1108	DEN8	1108	128	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_TATAAT.bam	DONE
DUN10_DNA474	DUN10	474	137	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_GCTCCA.bam	EASTGalaxy
DUN11_DNA475	DUN11	475	138	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_TCGAAG.bam	EASTGalaxy
DUN12_DNA898	DUN12	898	139	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_AACTTG.bam	DONE
DUN13_DNA476	DUN13	476	140	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_TTCTCC.bam	EASTGalaxy
DUN14_DNA477	DUN14	477	141	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0369/D12N9ACXX_8/IX0369_D12N9ACXX_8_GTGAAA.bam	EASTGalaxy
DUN15_DNA899	DUN15	899	142	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_ACCGGC.bam	DONE
DUN1_DNA652	DUN1	652	143	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_GCAAGG.bam	DONE
DUN2_DNA653	DUN2	653	144	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_TACAGC.bam	DONE
DUN4_DNA654	DUN4	654	145	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-11/IX0859/D196FACXX_8/IX0859_D196FACXX_8_TGCCAT.bam	DONE
DUN5_DNA1097	DUN5	1097	146	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CTCAGA.bam	DONE
DUN6_DNA827	DUN6	827	147	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_TCCCGA.bam	DONE
DUN8_DNA504	DUN8	504	148	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_ACATCT.bam	DONE
DUN9_DNA897	DUN9	897	149	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_TAGCTT.bam	DONE
EDM10_DNA480	EDM10	480	150	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_AAATGC.bam	DONE
EDM11_DNA334	EDM11	334	151	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0337/C0T20ACXX_1/IX0337_C0T20ACXX_1_CCGTCC.bam	DONE
EDM12_DNA901	EDM12	901	152	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_AGGCCG.bam	DONE
EDM13_DNA849	EDM13	849	153	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_ATCACG.bam	DONE
EDM14_DNA902	EDM14	902	154	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_CAACTA.bam	DONE
EDM15_DNA1001	EDM15	1001	155	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2038/C2P8KACXX_2/IX2038_C2P8KACXX_2_GATCAG.bam	DONE
EDM1_DNA655	EDM1	655	156	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_ATGTCA.bam	DONE
EDM2_DNA794	EDM2	794	157	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TGCTGG.bam	DONE
EDM3_DNA478	EDM3	478	158	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_CAGATC.bam	DONE
EDM4_DNA1111	EDM4	1111	159	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_TGACCA.bam	DONE
EDM5_DNA657	EDM5	657	160	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-06/IX0843/D17UBACXX_6/IX0843_D17UBACXX_6_TTAGGC.bam	DONE
EDM6_DNA795	EDM6	795	161	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0984/D18W4ACXX_6/IX0984_D18W4ACXX_6_CCGTCC.bam	DONE
EDM7_DNA1150	EDM7	1150	162	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2036/C2P5YACXX_8/IX2036_C2P5YACXX_8_CCGCAA.bam	DONE
EDM9_DNA796	EDM9	796	163	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_TGACCA.bam	DONE
FBK10_DNA292	FBK10	292	167	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_TCCCGA.bam	EASTGalaxy
FBK11_DNA659	FBK11	659	168	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-12/IX0856/D18UBACXX_3/IX0856_D18UBACXX_3_AAGACT.bam	DONE
FBK12_DNA904	FBK12	904	169	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_CTATAC.bam	DONE
FBK13_DNA1112	FBK13	1112	170	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_CTTGTA.bam	DONE
FBK14_DNA1113	FBK14	1113	171	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2056/C34BNACXX_5/IX2056_C34BNACXX_5_AAGCGA.bam	DONE
FBK15_DNA905	FBK15	905	172	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_GCAAGG.bam	DONE
FBK3_DNA290	FBK3	290	173	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_TACAGC.bam	DONE
FBK4_DNA658	FBK4	658	174	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0858/D18UBACXX_5/IX0858_D18UBACXX_5_GGCTAC.bam	DONE
